object1,object2,concurrence count
airplane,handbag,3
airplane,suitcase,3
apple,cat,3
apple,sandwich,3
backpack,bottle,3
banana,boat,3
banana,broccoli,3
banana,car,3
banana,chair,3
baseball glove,car,3
bear,bird,3
bear,sheep,3
bed,bottle,3
bed,dining table,3
bed,handbag,3
bed,mouse,3
bed,vase,3
bench,bottle,3
bench,bowl,3
bench,laptop,3
bench,vase,3
bicycle,dining table,3
bicycle,tie,3
bird,bear,3
bird,bowl,3
bird,cup,3
bird,kite,3
bird,potted plant,3
boat,banana,3
boat,clock,3
boat,dining table,3
boat,elephant,3
boat,frisbee,3
boat,handbag,3
boat,motorcycle,3
book,pizza,3
book,spoon,3
bottle,backpack,3
bottle,bed,3
bottle,bench,3
bowl,bench,3
bowl,bird,3
bowl,cell phone,3
bowl,laptop,3
bowl,scissors,3
bowl,toothbrush,3
broccoli,banana,3
broccoli,cat,3
broccoli,potted plant,3
broccoli,wine glass,3
cake,oven,3
cake,refrigerator,3
cake,sink,3
car,banana,3
car,baseball glove,3
car,donut,3
car,hot dog,3
carrot,truck,3
cat,apple,3
cat,broccoli,3
cat,cell phone,3
cat,donut,3
cat,truck,3
cell phone,bowl,3
cell phone,cat,3
cell phone,clock,3
cell phone,motorcycle,3
cell phone,scissors,3
cell phone,spoon,3
cell phone,toothbrush,3
cell phone,truck,3
cell phone,wine glass,3
chair,banana,3
chair,horse,3
chair,motorcycle,3
clock,boat,3
clock,cell phone,3
clock,remote,3
clock,spoon,3
clock,tennis racket,3
clock,umbrella,3
couch,fork,3
couch,keyboard,3
couch,mouse,3
couch,suitcase,3
couch,tie,3
cow,giraffe,3
cup,bird,3
dining table,bed,3
dining table,bicycle,3
dining table,boat,3
dog,refrigerator,3
donut,car,3
donut,cat,3
donut,hot dog,3
donut,teddy bear,3
elephant,boat,3
elephant,giraffe,3
elephant,motorcycle,3
elephant,truck,3
fire hydrant,stop sign,3
fork,couch,3
fork,handbag,3
frisbee,boat,3
frisbee,skateboard,3
frisbee,truck,3
giraffe,cow,3
giraffe,elephant,3
handbag,airplane,3
handbag,bed,3
handbag,boat,3
handbag,fork,3
horse,chair,3
horse,sheep,3
hot dog,car,3
hot dog,donut,3
hot dog,knife,3
hot dog,umbrella,3
keyboard,couch,3
kite,bird,3
kite,skis,3
kite,sports ball,3
knife,hot dog,3
knife,toaster,3
laptop,bench,3
laptop,bowl,3
motorcycle,boat,3
motorcycle,cell phone,3
motorcycle,chair,3
motorcycle,elephant,3
mouse,bed,3
mouse,couch,3
mouse,teddy bear,3
orange,sports ball,3
oven,cake,3
pizza,book,3
potted plant,bird,3
potted plant,broccoli,3
refrigerator,cake,3
refrigerator,dog,3
refrigerator,tv,3
remote,clock,3
sandwich,apple,3
scissors,bowl,3
scissors,cell phone,3
scissors,sink,3
sheep,bear,3
sheep,horse,3
sink,cake,3
sink,scissors,3
skateboard,frisbee,3
skateboard,traffic light,3
skis,kite,3
skis,surfboard,3
snowboard,surfboard,3
spoon,book,3
spoon,cell phone,3
spoon,clock,3
sports ball,kite,3
sports ball,orange,3
sports ball,teddy bear,3
sports ball,umbrella,3
stop sign,fire hydrant,3
suitcase,airplane,3
suitcase,couch,3
suitcase,umbrella,3
surfboard,skis,3
surfboard,snowboard,3
teddy bear,donut,3
teddy bear,mouse,3
teddy bear,sports ball,3
teddy bear,tie,3
teddy bear,vase,3
tennis racket,clock,3
tie,bicycle,3
tie,couch,3
tie,teddy bear,3
tie,toilet,3
toaster,knife,3
toilet,tie,3
toothbrush,bowl,3
toothbrush,cell phone,3
traffic light,skateboard,3
truck,carrot,3
truck,cat,3
truck,cell phone,3
truck,elephant,3
truck,frisbee,3
tv,refrigerator,3
umbrella,clock,3
umbrella,hot dog,3
umbrella,sports ball,3
umbrella,suitcase,3
vase,bed,3
vase,bench,3
vase,teddy bear,3
wine glass,broccoli,3
wine glass,cell phone,3
apple,cake,4
apple,donut,4
apple,microwave,4
backpack,cat,4
backpack,horse,4
backpack,skateboard,4
backpack,tie,4
banana,microwave,4
banana,sandwich,4
banana,umbrella,4
banana,vase,4
baseball glove,frisbee,4
bear,cat,4
bed,cell phone,4
bed,clock,4
bench,bus,4
bench,truck,4
bicycle,bird,4
bicycle,cell phone,4
bicycle,chair,4
bicycle,fire hydrant,4
bicycle,kite,4
bicycle,parking meter,4
bird,bicycle,4
bird,car,4
bird,chair,4
bird,clock,4
bird,umbrella,4
broccoli,chair,4
broccoli,oven,4
bus,bench,4
cake,apple,4
cake,dog,4
car,bird,4
car,teddy bear,4
carrot,chair,4
carrot,wine glass,4
cat,backpack,4
cat,bear,4
cat,oven,4
cat,vase,4
cell phone,bed,4
cell phone,bicycle,4
cell phone,pizza,4
chair,bicycle,4
chair,bird,4
chair,broccoli,4
chair,carrot,4
chair,surfboard,4
clock,bed,4
clock,bird,4
clock,knife,4
clock,motorcycle,4
couch,orange,4
dog,cake,4
dog,mouse,4
dog,oven,4
donut,apple,4
fire hydrant,bicycle,4
frisbee,baseball glove,4
frisbee,tennis racket,4
handbag,laptop,4
handbag,tv,4
horse,backpack,4
horse,tie,4
kite,bicycle,4
knife,clock,4
laptop,handbag,4
laptop,spoon,4
laptop,wine glass,4
microwave,apple,4
microwave,banana,4
microwave,vase,4
motorcycle,clock,4
mouse,dog,4
orange,couch,4
oven,broccoli,4
oven,cat,4
oven,dog,4
parking meter,bicycle,4
parking meter,traffic light,4
person,toaster,4
pizza,cell phone,4
sandwich,banana,4
scissors,spoon,4
scissors,tv,4
skateboard,backpack,4
spoon,laptop,4
spoon,scissors,4
surfboard,chair,4
teddy bear,car,4
tennis racket,frisbee,4
tennis racket,tie,4
tie,backpack,4
tie,horse,4
tie,tennis racket,4
tie,train,4
tie,tv,4
toaster,person,4
traffic light,parking meter,4
train,tie,4
truck,bench,4
tv,handbag,4
tv,scissors,4
tv,tie,4
umbrella,banana,4
umbrella,bird,4
vase,banana,4
vase,cat,4
vase,microwave,4
wine glass,carrot,4
wine glass,laptop,4
backpack,tv,5
baseball bat,frisbee,5
bed,tie,5
bench,train,5
boat,cow,5
book,sink,5
book,wine glass,5
bowl,handbag,5
cake,orange,5
cake,vase,5
car,cup,5
cat,wine glass,5
cell phone,potted plant,5
cell phone,suitcase,5
chair,kite,5
clock,horse,5
couch,microwave,5
couch,wine glass,5
cow,boat,5
cow,motorcycle,5
cup,car,5
dining table,keyboard,5
dog,motorcycle,5
dog,skateboard,5
dog,skis,5
dog,suitcase,5
dog,tie,5
donut,knife,5
donut,pizza,5
donut,refrigerator,5
elephant,umbrella,5
elephant,zebra,5
fork,tie,5
frisbee,baseball bat,5
handbag,bowl,5
handbag,horse,5
handbag,potted plant,5
horse,clock,5
horse,handbag,5
keyboard,dining table,5
kite,chair,5
knife,donut,5
laptop,scissors,5
microwave,couch,5
motorcycle,cow,5
motorcycle,dog,5
motorcycle,stop sign,5
mouse,scissors,5
orange,cake,5
orange,spoon,5
oven,tv,5
oven,wine glass,5
parking meter,truck,5
pizza,donut,5
pizza,potted plant,5
potted plant,cell phone,5
potted plant,handbag,5
potted plant,pizza,5
refrigerator,donut,5
refrigerator,wine glass,5
remote,skateboard,5
scissors,laptop,5
scissors,mouse,5
sink,book,5
skateboard,dog,5
skateboard,remote,5
skateboard,surfboard,5
skis,dog,5
spoon,orange,5
stop sign,motorcycle,5
suitcase,cell phone,5
suitcase,dog,5
surfboard,skateboard,5
surfboard,truck,5
teddy bear,tv,5
tie,bed,5
tie,dog,5
tie,fork,5
train,bench,5
truck,parking meter,5
truck,surfboard,5
tv,backpack,5
tv,oven,5
tv,teddy bear,5
umbrella,elephant,5
vase,cake,5
wine glass,book,5
wine glass,cat,5
wine glass,couch,5
wine glass,oven,5
wine glass,refrigerator,5
zebra,elephant,5
apple,bird,6
apple,chair,6
apple,spoon,6
apple,vase,6
backpack,bed,6
backpack,book,6
banana,knife,6
banana,refrigerator,6
bear,person,6
bed,backpack,6
bench,clock,6
bench,cup,6
bench,elephant,6
bicycle,clock,6
bicycle,horse,6
bicycle,potted plant,6
bicycle,train,6
bird,apple,6
bird,dog,6
book,backpack,6
car,tennis racket,6
carrot,oven,6
cat,microwave,6
cat,tie,6
chair,apple,6
clock,bench,6
clock,bicycle,6
clock,truck,6
cup,bench,6
dog,bird,6
elephant,bench,6
fork,hot dog,6
frisbee,surfboard,6
frisbee,umbrella,6
handbag,wine glass,6
horse,bicycle,6
hot dog,fork,6
keyboard,scissors,6
kite,truck,6
knife,banana,6
laptop,tie,6
microwave,cat,6
microwave,orange,6
orange,microwave,6
oven,carrot,6
person,bear,6
person,zebra,6
pizza,refrigerator,6
