object1,object2,concurrence count
person,flower,4
person,lake,4
person,shop,4
plant,water,4
room,female child,4
shop,person,4
soil,outside,4
stick,water,4
street,wall,4
table,cat,4
tree,bird,4
tree,car,4
wall,car,4
wall,land,4
wall,street,4
water,plant,4
water,stick,4
water,yard,4
woman,air,4
wood,knife,4
wood,machine,4
yard,water,4
bathroom,person,5
bird,land,5
bird,mouth,5
body,body of water,5
body,stage,5
body of water,body,5
body of water,river,5
car,land,5
car,water,5
child,kitchen,5
dog,floor,5
dog,hair,5
family,outdoors,5
family,people,5
family,water,5
female child,woman,5
fish,river,5
fish,woman,5
floor,dog,5
flower,male child,5
garden,woman,5
girl,room,5
hair,dog,5
hand,rope,5
head,people,5
kitchen,child,5
kitchen,people,5
knife,outside,5
lake,woman,5
land,bird,5
land,car,5
male child,flower,5
male child,mouth,5
mouth,bird,5
mouth,male child,5
mouth,river,5
ocean,outdoors,5
outdoors,family,5
outdoors,ocean,5
outside,knife,5
outside,sidewalk,5
outside,stick,5
path,people,5
people,family,5
people,head,5
people,kitchen,5
people,path,5
people,stick,5
person,bathroom,5
policeman,room,5
river,body of water,5
river,fish,5
river,mouth,5
room,girl,5
room,policeman,5
rope,hand,5
sidewalk,outside,5
stage,body,5
stick,outside,5
stick,people,5
street,tree,5
tree,street,5
water,car,5
water,family,5
woman,female child,5
woman,fish,5
woman,garden,5
woman,lake,5
woman,yard,5
yard,woman,5
arm,baby,6
arm,girl,6
arm,hand,6
arm,inside,6
baby,arm,6
beach,water,6
bed,room,6
boat,outdoors,6
bowl,outdoors,6
building,land,6
building,people,6
doctor,hand,6
dog,finger,6
fabric,room,6
finger,dog,6
finger,man,6
floor,hand,6
floor,outside,6
food,table,6
girl,arm,6
grass,person,6
hand,arm,6
hand,doctor,6
hand,floor,6
head,stick,6
inside,arm,6
inside,paper,6
lake,outside,6
land,building,6
male child,man,6
male child,outside,6
man,finger,6
man,male child,6
man,student,6
mouth,table,6
outdoors,boat,6
outdoors,bowl,6
outdoors,paper,6
outdoors,sidewalk,6
outside,floor,6
outside,lake,6
outside,male child,6
paper,inside,6
paper,outdoors,6
paper,people,6
pen,woman,6
people,building,6
people,paper,6
people,yard,6
person,grass,6
rock,woman,6
room,bed,6
room,fabric,6
sidewalk,outdoors,6
stick,head,6
street,water,6
student,man,6
table,food,6
table,mouth,6
water,beach,6
water,street,6
woman,pen,6
woman,rock,6
yard,people,6
arm,doctor,7
bathroom,child,7
bathroom,male child,7
bird,hand,7
bird,woman,7
body,horse,7
body,ocean,7
body of water,stick,7
car,people,7
cat,water,7
child,bathroom,7
doctor,arm,7
farm,land,7
female child,paper,7
female child,table,7
hand,bird,7
head,water,7
horse,body,7
land,farm,7
male child,bathroom,7
ocean,body,7
paper,female child,7
people,car,7
person,street,7
rope,wall,7
stick,body of water,7
street,person,7
street,truck,7
student,table,7
table,female child,7
table,student,7
tree,water,7
truck,street,7
wall,rope,7
water,cat,7
water,head,7
water,tree,7
woman,bird,7
air,outside,8
baby,hand,8
bathroom,hair,8
bird,person,8
body,hand,8
box,outside,8
doctor,man,8
finger,woman,8
food,outside,8
forest,tree,8
hair,bathroom,8
hand,baby,8
hand,body,8
head,inside,8
inside,head,8
land,rope,8
land,sidewalk,8
man,doctor,8
man,yard,8
mouth,person,8
ocean,woman,8
outside,air,8
outside,box,8
outside,food,8
person,bird,8
person,mouth,8
plant,soil,8
policeman,sidewalk,8
rope,land,8
sidewalk,land,8
sidewalk,policeman,8
soil,plant,8
tree,forest,8
woman,finger,8
woman,ocean,8
yard,man,8
baby,floor,9
bird,body of water,9
body of water,bird,9
body of water,dog,9
brush,wall,9
desk,woman,9
dog,body of water,9
dog,face,9
face,dog,9
fish,land,9
fish,water,9
floor,baby,9
floor,water,9
girl,kitchen,9
hair,head,9
head,hair,9
head,room,9
horse,road,9
horse,street,9
kitchen,girl,9
land,fish,9
machine,outside,9
man,stadium,9
outside,machine,9
outside,paper,9
paper,outside,9
person,stage,9
road,horse,9
room,head,9
stadium,man,9
stage,person,9
street,horse,9
wall,brush,9
water,fish,9
water,floor,9
woman,desk,9
baby,man,10
ball,field,10
bathroom,body,10
bird,fish,10
body,bathroom,10
child,outdoors,10
fabric,people,10
field,ball,10
fish,bird,10
garden,man,10
hand,horse,10
horse,hand,10
man,baby,10
man,garden,10
outdoors,child,10
people,fabric,10
person,rope,10
rope,person,10
baby,car,11
baby,hospital,11
baby,male child,11
ball,person,11
bed,body,11
body,bed,11
body,dog,11
box,house,11
brush,floor,11
car,baby,11
dog,body,11
dog,grass,11
fabric,outdoors,11
face,water,11
finger,male child,11
floor,brush,11
food,inside,11
girl,outdoors,11
grass,dog,11
gymnasium,people,11
hair,hand,11
hand,hair,11
hand,sidewalk,11
hospital,baby,11
house,box,11
house,woman,11
inside,food,11
machine,outdoors,11
male child,baby,11
male child,finger,11
mouth,outside,11
outdoors,fabric,11
outdoors,girl,11
outdoors,machine,11
outdoors,road,11
outside,mouth,11
outside,truck,11
outside,wood,11
people,gymnasium,11
people,soil,11
person,ball,11
road,outdoors,11
sidewalk,hand,11
soil,people,11
truck,outside,11
water,face,11
woman,house,11
wood,outside,11
air,airplane,12
airplane,air,12
boat,rope,12
body,gymnasium,12
body of water,person,12
bowl,room,12
cat,hand,12
doctor,hospital,12
face,paper,12
fish,outdoors,12
food,outdoors,12
garden,plant,12
gymnasium,body,12
hand,cat,12
hospital,doctor,12
outdoors,fish,12
outdoors,food,12
paper,face,12
person,body of water,12
plant,garden,12
policeman,street,12
room,bowl,12
rope,boat,12
street,policeman,12
arm,gymnasium,13
ball,dog,13
bed,child,13
bed,hand,13
child,bed,13
child,inside,13
desk,man,13
doctor,person,13
dog,ball,13
fabric,man,13
fish,mouth,13
fish,person,13
floor,outdoors,13
gymnasium,arm,13
hand,bed,13
hand,workshop,13
inside,child,13
inside,machine,13
machine,inside,13
man,desk,13
man,fabric,13
mouth,fish,13
outdoors,floor,13
person,doctor,13
person,fish,13
sidewalk,woman,13
stage,woman,13
woman,sidewalk,13
woman,stage,13
workshop,hand,13
boat,lake,14
box,person,14
brush,face,14
face,brush,14
flower,man,14
forest,man,14
hand,rock,14
hand,stage,14
horse,path,14
horse,river,14
lake,boat,14
man,flower,14
man,forest,14
path,horse,14
person,box,14
person,stick,14
person,woman,14
plant,woman,14
river,horse,14
rock,hand,14
stage,hand,14
stick,person,14
woman,person,14
woman,plant,14
bowl,dog,15
bowl,inside,15
brush,outdoors,15
dog,bowl,15
face,outdoors,15
garden,people,15
horse,outside,15
inside,bowl,15
man,plant,15
outdoors,brush,15
outdoors,face,15
outside,horse,15
people,garden,15
plant,man,15
air,gymnasium,16
bathroom,water,16
body of water,outdoors,16
cat,tree,16
floor,kitchen,16
girl,woman,16
gymnasium,air,16
gymnasium,land,16
hair,man,16
inside,wood,16
kitchen,floor,16
knife,woman,16
land,gymnasium,16
land,yard,16
man,hair,16
man,person,16
man,soldier,16
man,table,16
outdoors,body of water,16
person,man,16
soldier,man,16
table,man,16
tree,cat,16
water,bathroom,16
woman,girl,16
woman,knife,16
wood,inside,16
yard,land,16
bird,man,17
body,person,17
face,room,17
farm,hand,17
female child,outdoors,17
hand,farm,17
hand,house,17
hand,mouth,17
house,hand,17
machine,room,17
man,bird,17
mouth,hand,17
outdoors,female child,17
person,body,17
room,face,17
room,machine,17
baby,person,18
bathroom,woman,18
farmer,horse,18
food,person,18
football field,hand,18
hand,football field,18
hand,land,18
hand,office,18
horse,farmer,18
horse,person,18
inside,water,18
land,hand,18
land,room,18
ocean,people,18
office,hand,18
people,ocean,18
people,wood,18
person,baby,18
person,food,18
person,horse,18
room,land,18
water,inside,18
woman,bathroom,18
wood,people,18
classroom,woman,19
field,woman,19
food,restaurant,19
hand,street,19
outdoors,sky,19
paper,woman,19
people,woman,19
restaurant,food,19
room,water,19
sky,outdoors,19
street,hand,19
water,room,19
woman,classroom,19
woman,field,19
woman,paper,19
woman,people,19
child,man,20
child,outside,20
face,person,20
field,outside,20
food,people,20
food,room,20
garden,person,20
house,people,20
man,child,20
outside,child,20
outside,field,20
people,food,20
people,house,20
person,face,20
person,garden,20
restaurant,woman,20
room,food,20
tree,woman,20
woman,restaurant,20
woman,tree,20
air,water,21
boat,truck,21
field,rope,21
outside,plant,21
paper,room,21
plant,outside,21
room,paper,21
rope,field,21
truck,boat,21
water,air,21
beach,hand,22
boat,person,22
bowl,cat,22
brush,room,22
cat,bowl,22
classroom,man,22
dog,inside,22
hand,beach,22
inside,dog,22
man,classroom,22
person,boat,22
room,brush,22
classroom,people,23
dog,woman,23
man,sky,23
mother,room,23
pen,table,23
people,classroom,23
person,rock,23
person,workshop,23
rock,person,23
room,mother,23
sky,man,23
street,woman,23
table,pen,23
woman,dog,23
woman,street,23
workshop,person,23
beach,people,24
body of water,water,24
brush,man,24
car,racetrack,24
dog,stick,24
man,brush,24
man,racetrack,24
mouth,woman,24
people,beach,24
racetrack,car,24
racetrack,man,24
stick,dog,24
water,body of water,24
woman,mouth,24
air,man,25
body of water,woman,25
hospital,woman,25
man,air,25
people,plant,25
plant,people,25
woman,body of water,25
woman,hospital,25
field,plant,26
food,hand,26
hand,food,26
outdoors,stick,26
plant,field,26
stick,outdoors,26
wood,workshop,26
workshop,wood,26
beach,man,27
boat,road,27
cat,inside,27
hair,room,27
horse,woman,27
inside,cat,27
man,beach,27
people,playing field,27
playing field,people,27
road,boat,27
room,hair,27
soldier,street,27
street,soldier,27
woman,horse,27
baby,outdoors,28
ball,hand,28
dog,water,28
flower,inside,28
food,kitchen,28
hand,ball,28
inside,flower,28
kitchen,food,28
outdoors,baby,28
person,wall,28
river,water,28
wall,person,28
water,dog,28
water,river,28
body,people,29
car,truck,29
cat,head,29
head,cat,29
man,river,29
paper,pen,29
pen,paper,29
people,body,29
river,man,29
truck,car,29
car,outside,30
dog,rope,30
flower,outside,30
horse,people,30
man,pen,30
outside,car,30
outside,flower,30
pen,man,30
people,horse,30
people,sky,30
rope,dog,30
sky,people,30
air,ocean,31
bird,field,31
body,land,31
box,woman,31
dog,room,31
field,bird,31
floor,inside,31
horse,racetrack,31
inside,floor,31
inside,wall,31
land,body,31
ocean,air,31
racetrack,horse,31
room,dog,31
wall,inside,31
woman,box,31
building,man,32
food,mouth,32
hand,water,32
horse,man,32
male child,outdoors,32
man,building,32
man,horse,32
mouth,food,32
mouth,outdoors,32
outdoors,male child,32
outdoors,mouth,32
water,hand,32
bird,dog,33
bowl,water,33
dog,bird,33
grass,horse,33
horse,grass,33
inside,male child,33
male child,inside,33
male child,woman,33
outside,tree,33
pen,room,33
people,shop,33
room,pen,33
shop,people,33
tree,outside,33
water,bowl,33
woman,male child,33
bird,water,34
doctor,woman,34
fabric,wood,34
garden,hand,34
hand,garden,34
hand,plant,34
house,man,34
kitchen,knife,34
knife,kitchen,34
man,house,34
plant,hand,34
water,bird,34
woman,doctor,34
wood,fabric,34
brush,person,35
person,brush,35
person,river,35
river,person,35
beach,woman,36
kitchen,man,36
man,kitchen,36
woman,beach,36
man,mouth,37
man,shop,37
mouth,man,37
people,truck,37
shop,man,37
truck,people,37
ball,outdoors,38
body,lake,38
box,room,38
dog,field,38
dog,head,38
field,dog,38
hand,machine,38
hand,wall,38
head,dog,38
head,person,38
knife,table,38
lake,body,38
machine,hand,38
outdoors,ball,38
outside,soldier,38
person,head,38
person,truck,38
room,box,38
soldier,outside,38
table,knife,38
truck,person,38
wall,hand,38
airplane,outdoors,39
baby,bed,39
baby,inside,39
bed,baby,39
boat,river,39
brush,woman,39
cat,outdoors,39
cat,room,39
child,table,39
farm,people,39
field,grass,39
grass,field,39
inside,baby,39
male child,paper,39
outdoors,airplane,39
outdoors,cat,39
paper,male child,39
people,farm,39
river,boat,39
room,cat,39
table,child,39
woman,brush,39
boat,people,40
lake,man,40
man,lake,40
people,boat,40
airplane,man,41
cat,person,41
flower,room,41
land,plant,41
man,airplane,41
man,ocean,41
man,paper,41
ocean,man,41
outside,rope,41
paper,man,41
person,cat,41
person,tree,41
plant,land,41
room,flower,41
rope,outside,41
tree,person,41
boat,ocean,42
boat,water,42
car,hand,42
child,paper,42
gymnasium,woman,42
hand,car,42
ocean,boat,42
paper,child,42
room,table,42
table,room,42
water,boat,42
woman,gymnasium,42
child,woman,43
dog,person,43
floor,person,43
male child,table,43
person,dog,43
person,floor,43
table,male child,43
woman,child,43
arm,person,44
body of water,people,44
office,woman,44
people,body of water,44
people,racetrack,44
person,arm,44
racetrack,people,44
woman,office,44
arm,football field,45
body of water,fish,45
farm,farmer,45
farmer,farm,45
fish,body of water,45
football field,arm,45
grass,outdoors,45
head,woman,45
outdoors,grass,45
woman,head,45
bowl,woman,46
field,horse,46
fish,ocean,46
horse,field,46
ocean,fish,46
outside,wall,46
wall,outside,46
woman,bowl,46
air,land,47
air,outdoors,47
hair,person,47
land,air,47
land,woman,47
outdoors,air,47
person,hair,47
woman,land,47
arm,room,48
dog,hand,48
hand,dog,48
house,wood,48
male child,room,48
outside,policeman,48
policeman,outside,48
room,arm,48
room,male child,48
wood,house,48
man,playing field,49
outdoors,wall,49
playing field,man,49
wall,outdoors,49
airplane,people,50
bird,outside,50
boat,body of water,50
body of water,boat,50
fish,man,50
man,fish,50
outdoors,soldier,50
outside,bird,50
people,airplane,50
people,stage,50
person,water,50
soldier,outdoors,50
stage,people,50
water,person,50
bed,man,51
box,people,51
land,people,51
man,bed,51
man,truck,51
people,box,51
people,land,51
people,river,51
river,people,51
truck,man,51
hand,paper,52
knife,room,52
man,tree,52
paper,hand,52
person,plant,52
plant,person,52
rock,rope,52
room,knife,52
rope,rock,52
tree,man,52
child,hand,53
farmer,field,53
field,farmer,53
hand,child,53
person,road,53
road,person,53
hand,soil,54
head,outdoors,54
outdoors,head,54
soil,hand,54
hand,male child,55
machine,man,55
male child,hand,55
man,machine,55
outside,person,55
person,outside,55
ball,man,56
man,ball,56
face,inside,57
horse,land,57
inside,face,57
land,horse,57
arm,outdoors,58
doctor,room,58
hand,head,58
head,hand,58
outdoors,arm,58
person,soil,58
road,woman,58
room,doctor,58
soil,person,58
table,woman,58
woman,road,58
woman,table,58
baby,room,59
man,sidewalk,59
outdoors,plant,59
plant,outdoors,59
room,baby,59
sidewalk,man,59
body,room,60
fabric,woman,60
farm,person,60
lake,people,60
man,office,60
office,man,60
people,lake,60
person,farm,60
room,body,60
woman,fabric,60
food,shop,61
shop,food,61
wall,woman,61
woman,wall,61
knife,man,63
man,knife,63
box,outdoors,64
hand,wood,64
ocean,person,64
outdoors,box,64
people,rope,64
person,ocean,64
rope,people,64
wood,hand,64
baby,woman,65
hand,kitchen,65
kitchen,hand,65
woman,baby,65
flower,hand,66
hand,flower,66
head,man,66
man,head,66
man,soil,66
soil,man,66
bed,woman,69
body,man,69
body,water,69
flower,outdoors,69
lake,water,69
land,water,69
man,body,69
outdoors,flower,69
water,body,69
water,lake,69
water,land,69
woman,bed,69
boat,man,70
box,man,70
field,outdoors,70
field,person,70
grass,water,70
land,soil,70
man,boat,70
man,box,70
outdoors,field,70
person,field,70
soil,land,70
water,grass,70
bird,outdoors,71
grass,outside,71
outdoors,bird,71
outside,grass,71
box,truck,72
hand,truck,72
road,truck,72
truck,box,72
truck,hand,72
truck,road,72
grass,man,73
man,grass,73
bird,sky,74
house,outdoors,74
outdoors,house,74
sky,bird,74
man,stage,75
people,table,75
stage,man,75
table,people,75
fabric,inside,76
floor,woman,76
inside,fabric,76
woman,floor,76
forest,people,79
man,workshop,79
people,forest,79
workshop,man,79
face,hand,81
finger,person,81
hand,face,81
person,finger,81
man,rock,82
pen,person,82
person,pen,82
rock,man,82
arm,woman,84
floor,man,84
man,floor,84
woman,arm,84
water,woman,86
woman,water,86
body,outdoors,87
inside,people,87
outdoors,body,87
people,inside,87
box,hand,88
hand,box,88
people,restaurant,88
restaurant,people,88
outdoors,soil,89
soil,outdoors,89
leg,woman,90
woman,leg,90
man,rope,91
rope,man,91
car,woman,94
woman,car,94
airplane,land,96
food,man,96
land,airplane,96
man,food,96
building,outdoors,97
car,road,97
dog,outside,97
outdoors,building,97
outside,dog,97
road,car,97
face,man,99
gymnasium,man,99
inside,person,99
man,face,99
man,gymnasium,99
person,inside,99
face,woman,100
woman,face,100
airplane,sky,102
outside,water,102
person,sky,102
sky,airplane,102
sky,person,102
water,outside,102
fabric,person,103
person,fabric,103
car,outdoors,104
food,woman,104
outdoors,car,104
outdoors,rope,104
rope,outdoors,104
woman,food,104
bowl,person,106
person,bowl,106
car,person,107
leg,man,107
man,leg,107
person,car,107
body of water,man,108
man,body of water,108
people,road,110
road,people,110
child,room,113
room,child,113
man,street,115
shop,woman,115
street,man,115
woman,shop,115
floor,room,117
horse,outdoors,117
outdoors,horse,117
outdoors,rock,117
rock,outdoors,117
room,floor,117
person,wood,119
wood,person,119
paper,table,120
table,paper,120
hospital,man,121
man,hospital,121
people,street,121
street,people,121
land,person,122
outdoors,wood,122
person,land,122
wood,outdoors,122
field,man,123
land,sky,123
man,field,123
sky,land,123
body,woman,124
woman,body,124
farm,man,125
man,farm,125
flower,woman,126
outdoors,policeman,126
people,water,126
policeman,outdoors,126
water,people,126
woman,flower,126
dog,land,131
field,hand,131
hand,field,131
land,dog,131
outdoors,truck,131
truck,outdoors,131
room,wall,132
wall,room,132
people,sidewalk,134
sidewalk,people,134
bowl,kitchen,135
kitchen,bowl,135
farm,field,139
field,farm,139
person,table,140
table,person,140
arm,man,141
man,arm,141
car,street,144
man,road,144
road,man,144
street,car,144
field,people,145
people,field,145
person,room,148
room,person,148
man,wood,156
wood,man,156
man,water,163
water,man,163
leg,room,166
room,leg,166
car,man,177
hand,room,177
man,car,177
room,hand,177
knife,person,181
person,knife,181
man,wall,183
wall,man,183
outside,woman,185
woman,outside,185
land,outside,197
outside,land,197
ocean,water,199
water,ocean,199
outdoors,tree,202
tree,outdoors,202
man,policeman,204
policeman,man,204
hand,outside,211
outside,hand,211
paper,person,211
person,paper,211
outside,people,214
people,outside,214
hair,woman,215
woman,hair,215
kitchen,woman,219
woman,kitchen,219
man,people,221
people,man,221
classroom,student,256
student,classroom,256
hand,people,267
people,hand,267
outdoors,water,275
water,outdoors,275
hand,inside,279
inside,hand,279
dog,outdoors,313
outdoors,dog,313
kitchen,person,321
person,kitchen,321
outdoors,person,330
person,outdoors,330
inside,woman,352
woman,inside,352
people,room,363
room,people,363
land,man,373
man,land,373
hand,outdoors,388
outdoors,hand,388
man,woman,409
woman,man,409
inside,man,435
man,inside,435
hand,woman,509
woman,hand,509
outdoors,woman,530
woman,outdoors,530
land,outdoors,576
outdoors,land,576
outdoors,people,579
people,outdoors,579
man,outside,625
outside,man,625
hand,person,637
person,hand,637
room,woman,816
woman,room,816
man,room,1059
room,man,1059
hand,man,1064
man,hand,1064
man,outdoors,1926
outdoors,man,1926
